name,street_address,city,state,postal_code,latitude,longitude,phone,website,rating_value,review_count,services,google_place_id,description,source_url,canonical_url
Happy Whole You Wellness Center,2001 G St,Bakersfield,California,93301,35.3774983,-119.0225782,(661) 337-0216,https://www.happywholeyou.com/,5,69,"Cryotherapy, Infrared Sauna, Massage, PEMF Therapy, Red Light Therapy, Traditional Sauna",ChIJub3gs-9p6oARPVI67ffS01A,"Traditional Sauna available in Bakersfield, California. Day Pass available.",https://plungesaunafinder.com/california/bakersfield/happy-whole-you-wellness-center,https://plungesaunafinder.com/california/bakersfield/happy-whole-you-wellness-center
Cloud 9 Float + Spa,220 Blue Ravine Rd #180,Folsom,California,95630,38.6563754,-121.1724595,(916) 255-7677,http://www.cloud9floatspa.net/,4.8,29,"Cold Plunge, Infrared Sauna, Float, Massage, Ice Bath, Traditional Sauna",ChIJ342Khs_nmoAR1Y5UnpxZvFU,Cold Plunge and Infrared Sauna in Folsom. Day Pass available. Day passes from $15.,https://plungesaunafinder.com/california/folsom/cloud-9-float-spa,https://plungesaunafinder.com/california/folsom/cloud-9-float-spa
Chuze Fitness,14574 Baseline Ave,Fontana,California,92336,34.1226318,-117.4865865,(951) 547-1219,https://chuzefitness.com/gym-locations/ca/fontana/,4.5,621,"Infrared Sauna, Hot Tub, Steam Room, Massage",ChIJl3iVoklLw4ARHd0Aeri6YB0,"Infrared Sauna available in Fontana, California. Day Pass available.",https://plungesaunafinder.com/california/fontana/chuze-fitness-14574,https://plungesaunafinder.com/california/fontana/chuze-fitness-14574
HOTWORX BELMONT,410 El Camino Real Suite A,Belmont,California,94002,37.5263913,-122.2835309,(650) 434-6800,http://hotworx.net/studio/belmont-el-camino-real,4.7,48,Infrared Sauna,ChIJtxqCTgCfj4ARxZORL5LASPs,"Infrared Sauna available in Belmont, California. Day Pass available.",https://plungesaunafinder.com/california/belmont/hotworx-belmont,https://plungesaunafinder.com/california/belmont/hotworx-belmont
Perspire Sauna Studio,2598 Shattuck Ave.,Berkeley,California,94704,37.8622662,-122.2675599,(510) 616-7378,https://www.perspiresaunastudio.com/ca/berkeley/,4.9,136,"Cold Plunge, Halotherapy, Infrared Sauna, Red Light Therapy",ChIJH1Qi-p9_hYARockwbtya0yE,"Red Light Therapy available in Berkeley, California. Day Pass available.",https://plungesaunafinder.com/california/berkeley/perspire-sauna-studio-south-shattuck,https://plungesaunafinder.com/california/berkeley/perspire-sauna-studio-south-shattuck
WORTHY Self-Care Studio,2633 Ashby Ave,Berkeley,California,94705,37.8570815,-122.2537069,(510) 496-1514,https://worthyselfcare.com/?utm_source=MapForce&utm_medium=maps&utm_campaign=Maps&utm_id=maps,4.9,114,"Infrared Sauna, Cold Plunge, Red Light Therapy, Lymphatic Drainage, Massage",ChIJeS11-vx9hYAR9sv8CTBe82g,"Infrared Sauna available in Berkeley, California. Day Pass available.",https://plungesaunafinder.com/california/berkeley/worthy-self-care-studio,https://plungesaunafinder.com/california/berkeley/worthy-self-care-studio
Restore Hyper Wellness,230 Palladio Pkwy #1217,Folsom,California,95630,38.6483193,-121.1192917,(916) 790-2779,https://www.restore.com/locations/ca-folsom-ca148?utm_source=gmb&utm_medium=Yext&y_source=1_MzY0MTg3NTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.9,597,"Cryotherapy, Red Light Therapy, Infrared Sauna, Cold Plunge, Traditional Sauna",ChIJXaBrwRzlmoARdu_Tz-k6T5k,"Cryotherapy available in Folsom, California. Membership available.",https://plungesaunafinder.com/california/folsom/restore-hyper-wellness-230,https://plungesaunafinder.com/california/folsom/restore-hyper-wellness-230
Benicia Community Health & Fitness Club,1150 W 7th St,Benicia,California,94510,38.0580671,-122.1666068,(707) 751-0273,http://www.beniciahealthandfitnessclub.com/,4.5,68,"Infrared Sauna, Massage, Traditional Sauna",ChIJ0dTVeSJuhYARPYop3W3tGgs,"Traditional Sauna available in Benicia, California. Day Pass available.",https://plungesaunafinder.com/california/benicia/benicia-community-health-fitness-club,https://plungesaunafinder.com/california/benicia/benicia-community-health-fitness-club
"Awesome Fitness, LLC",4800 New Horizon Blvd Ste A,Bakersfield,California,93313,35.3146459,-119.0554024,(661) 241-8272,http://www.awesomefitnessllc.com/,4.8,24,Infrared Sauna,ChIJTerZlTZA6oARBi6fEPYnrqk,"Infrared Sauna available in Bakersfield, California. Day Pass available.",https://plungesaunafinder.com/california/bakersfield/awesome-fitness-llc,https://plungesaunafinder.com/california/bakersfield/awesome-fitness-llc
Rise and Be Well,303 N Main St Suite C,Fort Bragg,California,95437,39.4444007,-123.8063527,(707) 962-7041,https://www.riseandbewell.com/,4.9,76,"Cold Plunge, Float, Hot Tub, Infrared Sauna, Massage, Red Light Therapy, Traditional Sauna",ChIJd0h_Pqg1gIARYK8jEBzX-HM,"Traditional Sauna available in Fort Bragg, California. Day Pass available.",https://plungesaunafinder.com/california/fort-bragg/rise-and-be-well,https://plungesaunafinder.com/california/fort-bragg/rise-and-be-well
24 Hour Fitness,17204 Slover Ave,Fontana,California,92337,34.0655546,-117.429815,(909) 357-8000,https://www.24hourfitness.com/gyms/fontana-ca/fontana-super-sport?Adb_id=GGL_LOC_ACQ_CDP,4.1,827,"Hot Tub, Infrared Sauna, Massage, Steam Room, Traditional Sauna",ChIJdxi0UMpMw4ARK7FiCjGFZMI,"Traditional Sauna available in Fontana, California. Day Pass available.",https://plungesaunafinder.com/california/fontana/24-hour-fitness-empire-center,https://plungesaunafinder.com/california/fontana/24-hour-fitness-empire-center
24 Hour Fitness,17200 Brookhurst St,Fountain Valley,California,92708,33.7133955,-117.9533706,(714) 274-4396,https://www.24hourfitness.com/gyms/fountain-valley-ca/fountain-valley-super-sport?Adb_id=GGL_LOC_ACQ_CDP,4.6,1812,"Hot Tub, Infrared Sauna, Massage, Steam Room, Traditional Sauna",ChIJccS0-RMn3YARoN0EpgaEZUk,"Traditional Sauna available in Fountain Valley, California. Day Pass available.",https://plungesaunafinder.com/california/fountain-valley/24-hour-fitness-17200,https://plungesaunafinder.com/california/fountain-valley/24-hour-fitness-17200
IMD Health & Wellness SPA Beverly Hills,407 N Bedford Dr,Beverly Hills,California,90210,34.0679101,-118.4053224,(310) 925-4804,http://imdbeautyspa.com/,4.6,11,"Lymphatic Drainage, Infrared Sauna, Massage",ChIJCw8cFge5woAR6T9J1pfbVz0,"Lymphatic Drainage available in Beverly Hills, California. Private Session available.",https://plungesaunafinder.com/california/beverly-hills/imd-health-wellness-spa-beverly-hills,https://plungesaunafinder.com/california/beverly-hills/imd-health-wellness-spa-beverly-hills
GloWell,8780 Warner Ave #9,Fountain Valley,California,92708,33.715228,-117.9754668,(714) 848-4022,https://glowwellfv.setmore.com/,4.3,43,Infrared Sauna,ChIJ5yz59_wm3YARp7A-9A49qVQ,"Infrared Sauna available in Fountain Valley, California. ",https://plungesaunafinder.com/california/fountain-valley/glowell,https://plungesaunafinder.com/california/fountain-valley/glowell
24 Hour Fitness,4500 Auto Mall Pkwy,Fremont,California,94538,37.5093031,-121.9582869,(510) 226-6900,https://www.24hourfitness.com/gyms/fremont-ca/fremont-auto-mall-super-sport?Adb_id=GGL_LOC_ACQ_CDP,4,810,Infrared Sauna,ChIJKfX-IBjHj4ARA3asb7w5CvA,"Traditional Sauna available in Fremont, California. Day Pass available.",https://plungesaunafinder.com/california/fremont/24-hour-fitness-east-industrial,https://plungesaunafinder.com/california/fremont/24-hour-fitness-east-industrial
A Brand New Leaf Wellness Center,659 W Shaw Ave Ste F,Fresno,California,93704,36.8081595,-119.8056809,(559) 232-5419,https://www.abrandnewleafwellness.com/,4.7,9,"Infrared Sauna, Lymphatic Drainage",ChIJz0Evs55nlIARgTxkaxqzk0c,"Infrared Sauna available in Fresno, California. Private Session available.",https://plungesaunafinder.com/california/fresno/a-brand-new-leaf-wellness-center,https://plungesaunafinder.com/california/fresno/a-brand-new-leaf-wellness-center
MAYHEM Personal Training & Classes,1020 E Perrin Ave Ste 110,Fresno,California,93720,36.87332,-119.7646767,(559) 283-3227,http://www.bodyfresno.com/,5,171,"Cold Plunge, Infrared Sauna, Massage, Traditional Sauna",ChIJq6qaucpclIARbPwBMLTORic,"Traditional Sauna available in Fresno, California. Day Pass available.",https://plungesaunafinder.com/california/fresno/mayhem-personal-training-classes,https://plungesaunafinder.com/california/fresno/mayhem-personal-training-classes
